Kod TERYT,Gmina,Powiat,Województwo,Liczba wyborców uprawnionych do głosowania,Liczba otrzymanych kopert zwrotnych,Liczba kart nieważnych,Liczba kart ważnych,Liczba głosów nieważnych,Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów,PO,Konfederacja,PSL,PIS,SLD,Inne
181605,gm. Dynów,rzeszowski,podkarpackie,5584,0,0,2897,29,2868,137,215,205,2139.0,163,9.0
181606,gm. Głogów Małopolski,rzeszowski,podkarpackie,15105,0,0,9870,95,9775,1284,872,815,6182.0,561,61.0
181607,gm. Hyżne,rzeszowski,podkarpackie,5535,1,0,3639,33,3606,154,264,169,2902.0,100,17.0
181608,gm. Kamień,rzeszowski,podkarpackie,5546,0,0,3277,39,3238,118,236,151,2661.0,68,4.0
181609,gm. Krasne,rzeszowski,podkarpackie,8973,0,0,5904,46,5858,922,565,465,3512.0,358,36.0
181610,gm. Lubenia,rzeszowski,podkarpackie,5199,0,0,3322,42,3280,259,228,196,2395.0,183,19.0
181611,gm. Sokołów Małopolski,rzeszowski,podkarpackie,13476,0,0,8149,93,8056,509,603,359,6332.0,221,32.0
181612,gm. Świlcza,rzeszowski,podkarpackie,12417,0,0,7891,59,7832,1034,732,676,4924.0,412,54.0
181613,gm. Trzebownisko,rzeszowski,podkarpackie,16805,1,2,10900,89,10811,1386,987,1105,6692.0,590,51.0
181614,gm. Tyczyn,rzeszowski,podkarpackie,8055,0,0,5179,38,5141,665,447,300,3390.0,314,25.0
181701,m. Sanok,sanocki,podkarpackie,29577,6,0,17064,186,16878,5855,917,619,8321.0,1166,0.0
181702,gm. Besko,sanocki,podkarpackie,3451,0,0,1781,23,1758,214,111,138,1228.0,67,0.0
181703,gm. Bukowsko,sanocki,podkarpackie,4259,0,0,2322,25,2297,215,179,135,1645.0,123,0.0
181704,gm. Komańcza,sanocki,podkarpackie,4302,0,0,1919,28,1891,442,162,188,819.0,280,0.0
181705,gm. Sanok,sanocki,podkarpackie,14117,0,0,7839,124,7715,1067,411,435,5502.0,300,0.0
181706,gm. Tyrawa Wołoska,sanocki,podkarpackie,1592,0,0,813,18,795,90,56,71,550.0,28,0.0
181707,gm. Zagórz,sanocki,podkarpackie,10480,1,0,5678,51,5627,901,323,457,3708.0,238,0.0
181708,gm. Zarszyn,sanocki,podkarpackie,7318,0,1,3888,42,3846,568,232,382,2467.0,197,0.0
181801,m. Stalowa Wola,stalowowolski,podkarpackie,46962,4,0,27669,199,27470,5303,2468,1572,15162.0,2548,417.0
181802,gm. Bojanów,stalowowolski,podkarpackie,6023,0,0,3172,39,3133,189,200,132,2498.0,101,13.0
181803,gm. Pysznica,stalowowolski,podkarpackie,8718,1,0,4699,40,4659,543,459,210,3090.0,316,41.0
181804,gm. Radomyśl nad Sanem,stalowowolski,podkarpackie,5866,0,0,3072,44,3028,285,199,221,2158.0,138,27.0
181805,gm. Zaklików,stalowowolski,podkarpackie,6875,0,0,3645,42,3603,418,275,211,2443.0,223,33.0
181806,gm. Zaleszany,stalowowolski,podkarpackie,8756,0,0,4881,74,4807,482,406,411,3192.0,266,50.0
181901,gm. Czudec,strzyżowski,podkarpackie,9347,0,0,5750,47,5703,624,479,311,4026.0,233,30.0
181902,gm. Frysztak,strzyżowski,podkarpackie,8379,0,0,4558,62,4496,340,348,316,3215.0,243,34.0
181903,gm. Niebylec,strzyżowski,podkarpackie,8511,0,0,5125,41,5084,286,471,338,3784.0,192,13.0
181904,gm. Strzyżów,strzyżowski,podkarpackie,16417,0,0,8999,101,8898,964,899,758,5718.0,518,41.0
181905,gm. Wiśniowa,strzyżowski,podkarpackie,6510,0,0,3609,22,3587,248,260,245,2690.0,121,23.0
182001,gm. Baranów Sandomierski,tarnobrzeski,podkarpackie,9694,1,0,5559,61,5498,900,329,289,3808.0,148,24.0
182002,gm. Gorzyce,tarnobrzeski,podkarpackie,10602,0,0,5781,81,5700,511,346,1577,2991.0,249,26.0
182003,gm. Grębów,tarnobrzeski,podkarpackie,8036,0,0,4318,49,4269,382,279,349,3042.0,166,51.0
182004,gm. Nowa Dęba,tarnobrzeski,podkarpackie,14781,0,0,8006,71,7935,1108,545,579,5110.0,538,55.0
182101,gm. Baligród,leski,podkarpackie,2812,0,0,1491,23,1468,203,100,168,874.0,123,0.0
182102,gm. Cisna,leski,podkarpackie,2815,0,0,2172,15,2157,799,176,192,543.0,447,0.0
182103,gm. Lesko,leski,podkarpackie,9331,0,0,4931,57,4874,833,269,624,2839.0,309,0.0
182104,gm. Olszanica,leski,podkarpackie,4391,0,0,2234,35,2199,300,156,278,1342.0,123,0.0
182105,gm. Solina,leski,podkarpackie,5434,0,0,3641,35,3606,585,178,428,2105.0,310,0.0
186101,m. Krosno,Krosno,podkarpackie,36985,2,0,22476,144,22332,6215,1742,1124,10707.0,2544,0.0
186201,m. Przemyśl,Przemyśl,podkarpackie,48029,8,0,26908,265,26643,7402,2231,1613,12642.0,2755,0.0
186301,m. Rzeszów,Rzeszów,podkarpackie,151191,12,8,99302,548,98754,26451,9780,7261,42426.0,12129,707.0
186401,m. Tarnobrzeg,Tarnobrzeg,podkarpackie,36999,1,3,21781,173,21608,6007,1733,1818,9746.0,2154,150.0
200101,m. Augustów,augustowski,podlaskie,23169,1,0,13029,114,12915,2846,867,1627,6322.0,1042,211.0
200102,gm. Augustów,augustowski,podlaskie,5288,0,0,2478,26,2452,143,143,476,1551.0,104,35.0
200103,gm. Bargłów Kościelny,augustowski,podlaskie,4368,0,0,1878,30,1848,128,79,344,1225.0,51,21.0
200104,gm. Lipsk,augustowski,podlaskie,4302,0,0,2104,43,2061,158,62,318,1319.0,191,13.0
200105,gm. Nowinka,augustowski,podlaskie,2375,0,0,1347,9,1338,175,75,204,795.0,68,21.0
200106,gm. Płaska,augustowski,podlaskie,2120,0,0,1113,13,1100,211,67,171,560.0,72,19.0
200107,gm. Sztabin,augustowski,podlaskie,4163,0,0,2009,22,1987,166,90,353,1269.0,95,14.0
200201,gm. Choroszcz,białostocki,podlaskie,12705,1,0,7791,104,7687,1669,628,525,4013.0,675,177.0
200202,gm. Czarna Białostocka,białostocki,podlaskie,8754,0,0,4998,53,4945,1365,349,272,2579.0,308,72.0
200203,gm. Dobrzyniewo Duże,białostocki,podlaskie,7315,0,0,4418,43,4375,878,351,363,2378.0,316,89.0
200204,gm. Gródek,białostocki,podlaskie,4361,0,0,2189,23,2166,824,109,146,579.0,462,46.0
200205,gm. Juchnowiec Kościelny,białostocki,podlaskie,12492,0,0,8218,64,8154,1758,770,546,4185.0,763,132.0
200206,gm. Łapy,białostocki,podlaskie,17274,2,0,10294,84,10210,1347,641,540,7120.0,436,126.0
200207,gm. Michałowo,białostocki,podlaskie,5494,0,0,2487,34,2453,757,130,163,983.0,355,65.0
200208,gm. Poświętne,białostocki,podlaskie,2755,0,0,1561,7,1554,78,68,111,1258.0,23,16.0
200209,gm. Supraśl,białostocki,podlaskie,12242,0,0,8058,62,7996,2638,721,517,2900.0,1076,144.0
200210,gm. Suraż,białostocki,podlaskie,1570,0,0,964,11,953,99,28,73,705.0,40,8.0
200211,gm. Turośń Kościelna,białostocki,podlaskie,5038,0,0,3298,27,3271,591,260,244,1880.0,239,57.0
200212,gm. Tykocin,białostocki,podlaskie,5024,0,0,2734,31,2703,252,153,201,1965.0,88,44.0
200213,gm. Wasilków,białostocki,podlaskie,12831,1,0,7941,51,7890,2120,698,530,3526.0,846,170.0
200214,gm. Zabłudów,białostocki,podlaskie,7234,0,0,4038,33,4005,876,310,321,2065.0,352,81.0
200215,gm. Zawady,białostocki,podlaskie,2259,0,0,1130,10,1120,65,54,102,858.0,29,12.0
200301,m. Bielsk Podlaski,bielski,podlaskie,20448,2,0,11259,107,11152,4239,590,643,3958.0,1579,143.0
200302,m. Brańsk,bielski,podlaskie,2966,0,0,1762,17,1745,165,79,175,1233.0,56,37.0
200303,gm. Bielsk Podlaski,bielski,podlaskie,5759,0,0,2602,32,2570,759,110,228,1089.0,344,40.0
200304,gm. Boćki,bielski,podlaskie,3633,0,0,1836,21,1815,272,57,169,1188.0,94,35.0
200305,gm. Brańsk,bielski,podlaskie,4696,0,0,2779,16,2763,57,102,304,2249.0,27,24.0
200306,gm. Orla,bielski,podlaskie,2446,0,0,1065,25,1040,464,49,64,256.0,189,18.0
200307,gm. Rudka,bielski,podlaskie,1502,0,0,787,8,779,43,34,104,570.0,23,5.0
200308,gm. Wyszki,bielski,podlaskie,3558,0,0,2027,15,2012,111,53,157,1620.0,52,19.0
200401,m. Grajewo,grajewski,podlaskie,16843,1,0,9011,86,8925,1361,863,1127,4901.0,577,96.0
200402,gm. Grajewo,grajewski,podlaskie,4589,0,0,2157,26,2131,105,161,391,1380.0,72,22.0
200403,gm. Radziłów,grajewski,podlaskie,3816,0,0,1858,21,1837,65,70,154,1493.0,42,13.0
200404,gm. Rajgród,grajewski,podlaskie,4253,0,0,1936,36,1900,335,136,256,1022.0,122,29.0
200405,gm. Szczuczyn,grajewski,podlaskie,4869,0,0,2405,39,2366,162,90,481,1500.0,104,29.0
200406,gm. Wąsosz,grajewski,podlaskie,2897,0,0,1480,48,1432,57,61,195,1075.0,31,13.0
200501,m. Hajnówka,hajnowski,podlaskie,17018,1,1,9083,98,8985,3272,578,968,2534.0,1476,157.0
200502,gm. Białowieża,hajnowski,podlaskie,1995,2,2,1114,19,1095,461,46,57,332.0,176,23.0
200503,gm. Czeremcha,hajnowski,podlaskie,2696,0,0,1238,33,1205,342,66,113,446.0,206,32.0
200504,gm. Czyże,hajnowski,podlaskie,1740,0,0,686,5,681,224,22,166,165.0,91,13.0
200505,gm. Dubicze Cerkiewne,hajnowski,podlaskie,1353,0,0,606,9,597,186,29,86,191.0,95,10.0
200506,gm. Hajnówka,hajnowski,podlaskie,3296,0,0,1465,28,1437,412,65,280,392.0,263,25.0
200507,gm. Kleszczele,hajnowski,podlaskie,2150,0,1,1047,23,1024,349,62,95,369.0,118,31.0
200508,gm. Narew,hajnowski,podlaskie,3013,0,0,1275,27,1248,371,66,211,415.0,161,24.0
200509,gm. Narewka,hajnowski,podlaskie,3120,1,0,1371,20,1351,436,65,174,430.0,222,24.0
200601,m. Kolno,kolneński,podlaskie,8195,2,0,4141,55,4086,521,320,432,2318.0,444,51.0
200602,gm. Grabowo,kolneński,podlaskie,2800,2,0,1397,20,1377,46,60,166,1019.0,75,11.0
200603,gm. Kolno,kolneński,podlaskie,6778,0,0,3541,79,3462,115,195,524,2502.0,101,25.0
200604,gm. Mały Płock,kolneński,podlaskie,3927,0,0,1925,31,1894,98,85,236,1404.0,52,19.0
200605,gm. Stawiski,kolneński,podlaskie,4926,0,0,2367,37,2330,94,97,319,1718.0,81,21.0
200606,gm. Turośl,kolneński,podlaskie,3984,0,0,2048,30,2018,110,94,296,1411.0,83,24.0
200701,gm. Jedwabne,łomżyński,podlaskie,4328,0,0,2298,34,2264,99,103,160,1835.0,47,20.0
200702,gm. Łomża,łomżyński,podlaskie,8907,0,0,5246,67,5179,746,300,484,3323.0,233,93.0
200703,gm. Miastkowo,łomżyński,podlaskie,3310,0,0,1666,21,1645,93,92,86,1329.0,38,7.0
200704,gm. Nowogród,łomżyński,podlaskie,3198,1,0,1778,27,1751,180,130,173,1171.0,70,27.0
200705,gm. Piątnica,łomżyński,podlaskie,8344,0,0,4300,42,4258,427,278,399,2952.0,157,45.0
200706,gm. Przytuły,łomżyński,podlaskie,1727,0,0,872,4,868,21,26,58,746.0,9,8.0
200707,gm. Śniadowo,łomżyński,podlaskie,4279,0,0,2511,30,2481,137,162,304,1827.0,33,18.0
200708,gm. Wizna,łomżyński,podlaskie,3292,1,0,1730,24,1706,106,89,131,1308.0,60,12.0
200709,gm. Zbójna,łomżyński,podlaskie,3438,0,2,1685,33,1652,116,99,250,1105.0,70,12.0
200801,gm. Goniądz,moniecki,podlaskie,3941,0,0,1954,30,1924,226,97,225,1229.0,113,34.0
200802,gm. Jasionówka,moniecki,podlaskie,2277,0,0,1212,20,1192,99,59,230,775.0,23,6.0
200803,gm. Jaświły,moniecki,podlaskie,4075,0,0,1897,19,1878,176,90,173,1379.0,47,13.0
200804,gm. Knyszyn,moniecki,podlaskie,3889,0,0,1922,20,1902,215,144,231,1220.0,66,26.0
200805,gm. Krypno,moniecki,podlaskie,3157,0,0,1541,22,1519,185,85,179,975.0,76,19.0
200806,gm. Mońki,moniecki,podlaskie,11964,2,0,5876,53,5823,989,470,668,3306.0,325,65.0
200807,gm. Trzcianne,moniecki,podlaskie,3551,0,0,1560,19,1541,87,67,132,1211.0,36,8.0
200901,m. Sejny,sejneński,podlaskie,4261,0,0,2193,23,2170,581,111,255,926.0,246,51.0
200902,gm. Giby,sejneński,podlaskie,2370,0,0,1188,13,1175,171,70,187,615.0,111,21.0
200903,gm. Krasnopol,sejneński,podlaskie,3050,0,0,1439,21,1418,177,79,208,822.0,104,28.0
200904,gm. Puńsk,sejneński,podlaskie,3463,0,0,1527,18,1509,396,86,376,469.0,147,35.0
200905,gm. Sejny,sejneński,podlaskie,3250,0,1,1513,21,1492,244,78,236,789.0,113,32.0
201001,m. Siemiatycze,siemiatycki,podlaskie,11461,1,0,6175,60,6115,1576,418,751,2669.0,628,73.0
201002,gm. Drohiczyn,siemiatycki,podlaskie,5147,0,0,2565,27,2538,227,126,325,1713.0,128,19.0
201003,gm. Dziadkowice,siemiatycki,podlaskie,2251,0,0,1118,8,1110,73,61,135,786.0,38,17.0
201004,gm. Grodzisk,siemiatycki,podlaskie,3352,0,0,1729,18,1711,204,63,205,1151.0,69,19.0
201005,gm. Mielnik,siemiatycki,podlaskie,2090,0,0,1129,22,1107,333,58,104,466.0,131,15.0
201006,gm. Milejczyce,siemiatycki,podlaskie,1575,0,0,702,14,688,190,25,81,287.0,88,17.0
201007,gm. Nurzec-Stacja,siemiatycki,podlaskie,3294,0,0,1295,18,1277,346,84,126,567.0,135,19.0
201008,gm. Perlejewo,siemiatycki,podlaskie,2408,0,0,1140,13,1127,29,47,200,834.0,13,4.0
201009,gm. Siemiatycze,siemiatycki,podlaskie,4918,1,0,2224,23,2201,490,119,268,1111.0,188,25.0
201101,gm. Dąbrowa Białostocka,sokólski,podlaskie,9427,0,0,4817,53,4764,504,363,599,2950.0,283,65.0
201102,gm. Janów,sokólski,podlaskie,3367,0,0,1678,15,1663,63,108,347,1087.0,54,4.0
201103,gm. Korycin,sokólski,podlaskie,2619,0,0,1319,12,1307,53,70,421,724.0,35,4.0
201104,gm. Krynki,sokólski,podlaskie,2546,0,0,1275,13,1262,266,80,114,658.0,133,11.0
201105,gm. Kuźnica,sokólski,podlaskie,3211,0,0,1714,20,1694,143,125,162,1170.0,74,20.0
201106,gm. Nowy Dwór,sokólski,podlaskie,2203,0,0,1035,14,1021,94,47,96,729.0,43,12.0
201107,gm. Sidra,sokólski,podlaskie,2826,0,0,1327,14,1313,95,86,173,896.0,55,8.0
201108,gm. Sokółka,sokólski,podlaskie,20057,0,0,10740,102,10638,1703,956,1263,5860.0,752,104.0
201109,gm. Suchowola,sokólski,podlaskie,5607,0,0,2908,31,2877,190,141,446,1967.0,113,20.0
201110,gm. Szudziałowo,sokólski,podlaskie,2427,1,0,1183,33,1150,153,73,105,704.0,93,22.0
201201,gm. Bakałarzewo,suwalski,podlaskie,2477,0,0,1247,24,1223,170,94,185,672.0,72,30.0
201202,gm. Filipów,suwalski,podlaskie,3499,0,0,1710,25,1685,169,92,194,1109.0,109,12.0
201203,gm. Jeleniewo,suwalski,podlaskie,2489,0,0,1392,14,1378,116,89,221,857.0,76,19.0
201204,gm. Przerośl,suwalski,podlaskie,2393,0,0,1173,22,1151,76,70,152,789.0,50,14.0
201205,gm. Raczki,suwalski,podlaskie,4627,0,0,2504,31,2473,224,145,442,1514.0,101,47.0
201206,gm. Rutka-Tartak,suwalski,podlaskie,1912,0,0,1003,11,992,82,76,177,596.0,50,11.0
201207,gm. Suwałki,suwalski,podlaskie,6066,1,0,3528,30,3498,649,244,610,1727.0,224,44.0
201208,gm. Szypliszki,suwalski,podlaskie,3210,0,0,1564,14,1550,186,125,285,804.0,112,38.0
201209,gm. Wiżajny,suwalski,podlaskie,1901,0,1,1023,11,1012,92,52,167,635.0,53,13.0
201301,m. Wysokie Mazowieckie,wysokomazowiecki,podlaskie,7292,0,0,4430,46,4384,720,366,450,2497.0,294,57.0
201302,gm. Ciechanowiec,wysokomazowiecki,podlaskie,7069,0,0,3663,32,3631,287,147,551,2465.0,130,51.0
201303,gm. Czyżew,wysokomazowiecki,podlaskie,5132,0,0,3003,62,2941,175,116,313,2166.0,141,30.0
201304,gm. Klukowo,wysokomazowiecki,podlaskie,3519,1,0,2181,24,2157,35,70,302,1707.0,31,12.0
201305,gm. Kobylin-Borzymy,wysokomazowiecki,podlaskie,2670,0,0,1533,14,1519,22,73,57,1336.0,23,8.0
201306,gm. Kulesze Kościelne,wysokomazowiecki,podlaskie,2450,0,0,1569,20,1549,36,91,88,1303.0,21,10.0
201307,gm. Nowe Piekuty,wysokomazowiecki,podlaskie,3157,0,0,1970,17,1953,63,84,180,1574.0,35,17.0
201308,gm. Sokoły,wysokomazowiecki,podlaskie,4638,0,0,2655,28,2627,107,158,194,2082.0,64,22.0
201309,gm. Szepietowo,wysokomazowiecki,podlaskie,5565,0,0,3303,26,3277,206,210,358,2289.0,170,44.0
201310,gm. Wysokie Mazowieckie,wysokomazowiecki,podlaskie,4238,0,0,2468,20,2448,95,150,330,1801.0,50,22.0
201401,m. Zambrów,zambrowski,podlaskie,17073,1,0,9127,63,9064,1214,576,1567,4983.0,624,100.0
201402,gm. Kołaki Kościelne,zambrowski,podlaskie,1907,0,0,1218,5,1213,33,59,133,952.0,27,9.0
201403,gm. Rutki,zambrowski,podlaskie,4613,0,0,2436,40,2396,133,107,267,1761.0,88,40.0
201404,gm. Szumowo,zambrowski,podlaskie,3880,0,0,2187,39,2148,100,96,438,1450.0,44,20.0
201405,gm. Zambrów,zambrowski,podlaskie,7862,0,0,4290,63,4227,351,226,732,2755.0,114,49.0
206101,m. Białystok,Białystok,podlaskie,220079,31,9,144644,898,143746,43541,12117,7504,57929.0,20116,2539.0
206201,m. Łomża,Łomża,podlaskie,46992,3,0,27482,183,27299,6582,1743,1825,14749.0,1887,513.0
206301,m. Suwałki,Suwałki,podlaskie,52552,2,0,29914,227,29687,7484,2108,3060,13530.0,2872,633.0
220101,gm. Borzytuchom,bytowski,pomorskie,2473,0,0,1308,25,1283,294,97,192,521.0,179,0.0
220102,gm. Bytów,bytowski,pomorskie,18847,1,0,11189,121,11068,3464,751,1093,4312.0,1448,0.0
220103,gm. Czarna Dąbrówka,bytowski,pomorskie,4490,0,0,2328,31,2297,504,150,187,1259.0,197,0.0
220104,gm. Kołczygłowy,bytowski,pomorskie,3351,0,0,1589,28,1561,271,152,189,702.0,247,0.0
220105,gm. Lipnica,bytowski,pomorskie,4150,0,0,2369,43,2326,412,115,209,1467.0,123,0.0
220106,gm. Miastko,bytowski,pomorskie,15021,4,0,7384,87,7297,1909,461,616,2808.0,1503,0.0
220107,gm. Parchowo,bytowski,pomorskie,2827,0,0,1791,35,1756,448,114,115,935.0,144,0.0
220108,gm. Studzienice,bytowski,pomorskie,2845,0,0,1673,24,1649,465,104,143,755.0,182,0.0
220109,gm. Trzebielino,bytowski,pomorskie,2850,0,0,1337,28,1309,381,70,111,559.0,188,0.0
220110,gm. Tuchomie,bytowski,pomorskie,3263,0,0,1605,21,1584,428,123,163,729.0,141,0.0
220201,m. Chojnice,chojnicki,pomorskie,30125,1,0,18331,193,18138,6917,1310,1335,6649.0,1927,0.0
220202,gm. Brusy,chojnicki,pomorskie,10768,10,0,6646,98,6548,1374,478,530,3826.0,340,0.0
220203,gm. Chojnice,chojnicki,pomorskie,14251,0,0,8062,114,7948,2460,567,708,3507.0,706,0.0
220204,gm. Czersk,chojnicki,pomorskie,16313,0,0,8945,97,8848,1997,597,739,4802.0,713,0.0
220205,gm. Konarzyny,chojnicki,pomorskie,1753,0,0,924,12,912,248,81,89,433.0,61,0.0
220301,m. Człuchów,człuchowski,pomorskie,10706,0,0,6370,73,6297,2969,348,358,1967.0,655,0.0
220302,gm. Czarne,człuchowski,pomorskie,7970,0,0,3934,93,3841,1008,234,421,1451.0,727,0.0
220303,gm. Człuchów,człuchowski,pomorskie,8274,0,0,3917,91,3826,1157,308,418,1630.0,313,0.0
220304,gm. Debrzno,człuchowski,pomorskie,6952,0,0,3362,91,3271,1067,179,302,1303.0,420,0.0
220305,gm. Koczała,człuchowski,pomorskie,2635,0,0,1269,34,1235,369,99,123,446.0,198,0.0
220306,gm. Przechlewo,człuchowski,pomorskie,4951,0,0,2557,33,2524,764,190,302,1022.0,246,0.0
220307,gm. Rzeczenica,człuchowski,pomorskie,2870,0,0,1365,29,1336,386,61,136,613.0,140,0.0
220401,m. Pruszcz Gdański,gdański,pomorskie,22007,1,5,15143,121,15022,7118,1101,749,4071.0,1983,0.0
220402,gm. Cedry Wielkie,gdański,pomorskie,5165,0,0,2740,43,2697,936,237,249,991.0,284,0.0
220403,gm. Kolbudy,gdański,pomorskie,13058,2,0,8973,98,8875,4152,690,489,2377.0,1167,0.0
220404,gm. Pruszcz Gdański,gdański,pomorskie,21794,1,0,14851,124,14727,6652,1274,931,4028.0,1842,0.0
220405,gm. Przywidz,gdański,pomorskie,4503,0,0,2625,43,2582,846,210,236,1038.0,252,0.0
220406,gm. Pszczółki,gdański,pomorskie,7200,0,0,4285,56,4229,1498,451,335,1445.0,500,0.0
220407,gm. Suchy Dąb,gdański,pomorskie,3228,0,0,1641,38,1603,540,116,212,581.0,154,0.0
220408,gm. Trąbki Wielkie,gdański,pomorskie,8174,0,1,4334,109,4225,1345,418,427,1655.0,380,0.0
220501,gm. Chmielno,kartuski,pomorskie,5804,0,0,3628,50,3578,978,243,336,1824.0,197,0.0
220502,gm. Kartuzy,kartuski,pomorskie,24580,1,0,16107,182,15925,5470,1154,1248,6946.0,1107,0.0
220503,gm. Przodkowo,kartuski,pomorskie,6806,0,0,4401,47,4354,1177,408,421,2045.0,303,0.0
